2010 Elderly by employment, education, poverty, and gender, age 65+, Wisconsin, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
7,54,43,2224,88,218,76,3356,48,67,8,1276,0,31,103,880, 
25,239,37,2950,132,388,12,3901,109,122,12,2098,30,238,14,1029, 
1261,1986,281,12322,4118,6366,872,38701,2727,4310,499,20658,1625,2460,362,13758, 
955,320,60,1864,4463,1913,194,7930,3197,1842,257,7304,7036,3947,230,15428, 
7,79,64,2211,38,4,24,2273,6,83,0,808,0,24,0,700, 
36,48,47,3266,81,168,6,4268,0,16,0,1222,0,26,0,854, 
304,966,94,14672,725,2072,190,27134,339,871,97,11735,252,643,15,9734, 
126,101,41,1172,428,380,6,4649,141,330,20,3025,832,730,11,8393, 
0,27,0,1123,0,28,0,924,0,0,0,208,0,0,0,255, 
25,3,0,2082,0,0,0,1284,4,0,0,590,0,0,0,214, 
5,131,11,5732,33,161,4,8018,36,0,17,3691,0,73,0,3445, 
67,0,0,838,45,3,0,1073,73,32,0,878,75,38,0,2367, 
47,59,13,3055,103,206,23,5784,18,196,216,2346,0,35,126,921, 
17,278,63,3451,81,618,52,8585,31,401,119,3713,0,232,0,937, 
938,1452,200,11444,4104,9066,625,53684,2087,4705,600,23501,1077,2392,139,14172, 
211,113,27,1148,2362,2228,26,9841,2160,1896,15,7969,2915,2650,192,13498, 
9,17,0,4541,4,205,31,6924,0,25,0,2457,0,6,0,1142, 
36,31,5,6465,32,223,20,12442,0,98,7,2927,36,0,0,1250, 
119,748,54,13964,414,2691,164,42848,310,984,64,15535,140,620,7,7867, 
25,68,0,1529,287,274,0,6258,45,148,0,3444,86,342,0,6328, 
0,0,0,3120,0,59,0,3750,15,0,0,1041,0,0,0,338, 
0,30,0,5239,0,27,4,6616,0,25,0,2079,0,0,0,532, 
0,76,0,8638,129,119,0,14808,195,50,29,6027,13,50,39,3878, 
0,0,0,997,22,41,0,2536,0,0,0,1157,59,0,0,1464
*****
