2010 Elderly by employment, education, poverty, and gender, age 65+, Louisiana, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
46,141,155,6442,106,93,67,2897,0,93,16,1379,16,0,0,768, 
274,146,135,6556,263,193,70,4516,57,54,0,1848,9,43,61,798, 
2265,1430,163,12181,3807,2947,353,21996,2458,1775,359,13712,1777,1322,182,8918, 
1098,291,30,1060,3418,849,120,4338,4314,658,54,5167,7836,1939,279,7763, 
0,0,62,3573,14,28,3,1408,0,0,11,615,0,14,0,719, 
18,76,19,4801,16,79,9,2886,16,28,0,798,20,21,6,643, 
517,552,2,11419,445,585,35,13735,360,371,26,6962,280,358,84,6756, 
218,59,0,894,446,293,22,2069,634,269,5,1709,738,790,0,4446, 
0,0,0,1441,23,0,0,347,0,0,0,275,0,0,0,119, 
0,0,0,1512,0,0,0,649,0,0,0,360,0,0,0,201, 
117,46,8,3424,15,124,56,3391,45,17,0,1829,37,32,7,1686, 
0,9,0,514,42,35,0,784,22,22,0,622,57,91,0,1431, 
38,197,244,9702,69,252,29,8226,26,95,34,3001,3,133,54,1022, 
131,478,0,7863,244,480,39,8571,96,196,65,3262,115,53,12,863, 
1095,1023,89,14507,4772,4169,428,32124,3029,2203,237,14153,1616,1236,218,8983, 
321,163,2,1899,2146,974,39,6744,2281,812,127,5475,3181,1312,64,6936, 
29,46,41,8902,35,63,15,5439,0,63,0,1323,0,0,0,722, 
63,106,0,8153,55,160,19,6380,6,26,13,2302,0,72,0,982, 
301,461,0,13140,574,913,22,22227,236,584,25,7865,74,327,0,6563, 
55,54,0,1838,215,173,12,4096,405,100,18,2466,304,181,0,3087, 
0,4,0,4150,0,3,0,1567,0,0,0,688,0,0,0,333, 
0,17,0,4070,0,11,0,3020,0,7,0,461,0,0,0,354, 
2,5,0,6618,63,84,0,6562,28,18,0,2652,0,59,0,2722, 
17,0,0,1080,17,0,0,1570,0,10,0,981,0,0,0,1035
*****
