2010 Elderly by employment, education, poverty, and gender, age 65+, Massachusetts, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
40,169,169,5068,13,104,68,3332,79,196,78,1689,9,323,116,1767, 
40,144,57,4814,133,178,70,4486,73,270,47,1502,96,246,71,1435, 
1288,2470,569,13351,4062,3704,966,22991,2366,3795,912,15819,2942,3390,944,15807, 
1688,671,110,2377,5289,2691,455,7935,6344,2667,579,7792,19299,7657,856,20446, 
26,61,72,3476,37,41,20,2068,0,0,18,1219,0,40,0,1250, 
0,48,0,4219,38,62,22,3124,6,65,16,1334,17,26,0,1311, 
399,836,83,13484,348,1395,180,21439,497,1138,125,11701,408,1111,224,14216, 
164,232,0,2327,679,572,57,4024,393,546,96,3690,2222,2732,107,13653, 
0,0,0,1503,0,0,0,1049,0,19,0,359,0,26,0,535, 
0,13,6,1675,0,20,0,1471,0,0,0,590,0,18,0,383, 
32,56,9,5444,89,141,21,8131,51,73,0,4127,57,105,0,4494, 
71,12,0,1038,44,128,0,1645,13,127,0,1067,281,351,0,4294, 
24,292,37,9349,0,338,59,6865,0,160,35,3289,23,153,62,2432, 
27,272,153,6397,17,463,116,8205,77,275,151,3803,21,441,158,2281, 
1390,2078,321,15951,3974,6948,600,36651,2918,5529,688,20328,2015,3540,620,16831, 
799,468,88,3470,4125,3163,255,12309,4801,3791,306,11009,8331,6449,693,20893, 
0,94,27,7442,0,75,10,7387,17,26,10,2646,0,45,0,2615, 
23,111,13,7825,0,207,28,9549,9,83,32,3650,18,64,16,1987, 
77,516,15,16517,349,2072,164,41573,252,1376,134,15879,235,900,59,11932, 
59,129,0,3060,462,638,11,9735,336,566,59,5888,653,1040,0,10583, 
0,14,0,4408,0,43,0,3789,0,0,0,1380,0,56,0,909, 
0,22,0,5123,0,0,0,7181,0,4,0,2045,41,0,0,1023, 
31,155,43,9617,60,173,28,21243,46,80,0,6570,7,72,0,5077, 
45,0,0,2075,58,75,0,5619,112,12,0,2817,34,101,0,3232
***** 
