2010 Elderly by employment, education, poverty, and gender, age 65+, Utah, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
64,0,29,583,0,26,5,672,5,13,40,878,61,30,37,397, 
84,0,55,873,68,10,16,1009,97,118,64,816,118,86,4,625, 
396,424,141,2679,1075,960,133,7445,1814,1436,252,9495,1299,1458,180,7613, 
253,82,0,296,991,428,0,1239,2146,895,178,3434,4282,1706,120,6380, 
0,0,36,546,0,0,0,355,0,18,0,491,0,0,4,284, 
18,5,0,781,9,0,0,816,0,19,12,713,0,0,0,528, 
42,134,0,2849,83,413,0,5706,194,468,16,6294,200,273,85,6016, 
62,46,0,228,82,64,0,1039,229,263,36,1113,539,420,47,4393, 
0,0,0,141,0,0,0,193,0,0,0,233,0,0,0,65, 
0,0,0,281,0,0,2,495,0,0,0,343,0,0,0,160, 
3,18,0,1400,17,3,0,2078,33,26,0,1921,21,0,0,1421, 
0,0,0,102,27,15,0,410,21,13,0,446,34,30,0,1162, 
0,131,0,1442,17,75,0,1435,18,99,0,1428,12,71,12,346, 
5,60,0,654,101,73,49,1775,48,260,44,1854,29,74,28,422, 
346,419,0,3716,924,1352,37,13075,1238,1913,79,13174,508,851,122,5600, 
169,85,0,532,605,537,0,3083,1136,881,43,4890,1359,953,12,4652, 
0,0,0,1064,0,0,0,1414,0,4,9,883,0,0,0,356, 
12,81,19,842,0,43,16,2192,0,53,0,1371,31,18,0,290, 
62,48,0,3248,53,281,0,11251,76,342,33,8520,35,106,25,3201, 
0,17,0,469,78,18,0,1961,99,64,14,2191,95,55,0,2787, 
0,0,0,689,0,0,0,731,0,0,0,405,0,0,0,273, 
0,0,0,603,0,0,0,1495,0,2,0,743,0,0,0,240, 
0,0,0,1540,0,14,0,4012,0,38,0,2804,0,12,21,1295, 
16,0,0,324,0,12,0,871,0,27,0,808,8,0,0,515
***** 
