2010 Elderly by disability, gender, race/ethnicity, and poverty, Rhode Island, wgtd 2008-12 ACS,SSDAN/U-Mich
6
RaceEth,Gender,PovLevel,AgeEldr,IndLvLmt,Selfcare
7,2,4,3,2,2
NhWhite,Black,Asian,Hispanic,AmIndian,NHOther,NHMulti
Male,Female
Poverty,NearPoor,Middle,Comf
65-74,75-84,85+
Yes,No
Yes,No
48,153,22,1027,39,146,16,1184,0,181,0,212, 
22,148,81,1356,130,168,59,1255,54,157,21,504, 
287,452,66,13854,561,508,126,10264,501,603,63,2397, 
207,112,51,12580,260,283,52,4105,227,225,49,814, 
76,358,29,2382,196,383,41,2131,398,622,34,979, 
46,317,61,2222,210,512,46,3170,392,1002,15,1961, 
445,702,164,16923,1157,1866,160,12240,1100,1433,158,4136, 
148,239,44,11348,234,293,0,3915,572,395,14,1055, 
0,0,0,169,0,16,0,78,0,0,0,0, 
0,20,0,0,0,18,0,126,0,0,0,0, 
30,64,0,371,0,69,0,225,0,21,0,35, 
11,0,0,167,0,0,0,32,0,0,0,12, 
12,42,0,365,9,20,0,174,0,9,0,0, 
0,29,0,153,0,18,0,54,0,73,0,35, 
55,35,0,563,0,57,8,113,26,8,0,11, 
0,0,14,100,39,13,0,64,0,20,0,0, 
0,0,20,41,8,9,0,14,0,0,0,0, 
0,15,0,79,0,40,0,22,0,0,0,0, 
19,15,0,234,0,0,0,168,0,0,9,0, 
0,0,0,104,0,0,0,23,0,15,0,0, 
13,0,0,134,0,10,0,76,0,20,0,23, 
13,17,0,45,0,0,0,18,11,0,0,0, 
19,71,0,322,0,0,0,81,10,32,0,0, 
0,0,0,157,0,17,0,11,0,0,0,0, 
8,29,0,663,17,25,22,56,0,0,0,63, 
26,0,17,234,0,22,0,62,0,0,0,0, 
25,35,11,429,0,31,0,6,0,0,0,17, 
0,0,0,213,0,0,0,166,0,0,0,0, 
0,143,37,533,0,38,0,307,33,8,32,36, 
0,9,0,313,0,29,0,63,0,47,0,61, 
82,60,0,489,53,84,0,198,5,5,0,0, 
24,0,0,68,9,34,0,26,29,0,0,0, 
0,0,0,12,0,0,0,12,0,0,0,0, 
0,0,0,0,0,0,0,16,0,0,0,17, 
0,0,0,25,0,0,0,0,0,0,0,0, 
0,0,0,7,0,0,0,0,0,0,0,0, 
0,0,0,30,0,0,0,15,0,0,0,0, 
0,14,0,0,6,0,0,0,0,0,0,0, 
0,0,5,106,0,0,0,67,0,16,0,15, 
0,0,0,34,0,0,0,31,0,0,0,0, 
0,0,0,0,0,0,0,12,0,0,0,22, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,67,0,0,0,29,23,23,0,0, 
0,0,0,20,0,0,0,13,0,0,0,0, 
0,0,16,44,47,0,24,0,0,0,0,0, 
0,0,0,10,0,0,0,0,0,13,15,0, 
0,13,0,88,20,0,0,28,35,0,0,90, 
0,0,0,28,0,0,0,0,0,0,0,0, 
23,0,0,12,0,0,0,0,0,0,0,0, 
0,0,0,24,0,0,0,0,0,0,0,0, 
0,0,20,126,0,46,0,72,0,0,0,0, 
0,0,0,123,12,0,0,21,0,0,0,0, 
0,0,0,103,0,17,0,0,42,0,0,13, 
0,0,0,42,12,0,0,18,0,0,0,0, 
0,0,0,99,0,0,0,72,0,0,0,10, 
0,0,0,18,24,0,0,12,0,0,0,19
*****
