2010 Elderly by employment, education, poverty, and gender, age 65+, Connecticut, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
0,144,80,1945,23,6,47,1465,41,19,16,484,39,55,30,756, 
30,78,36,2101,15,100,88,1617,26,54,0,640,0,86,27,572, 
1221,1050,191,8092,2033,2263,662,13501,1375,1538,591,7978,1569,1553,496,7186, 
977,540,96,1658,3240,1625,381,5040,3902,1319,508,5259,11189,4930,788,13634, 
28,60,0,1228,0,9,0,924,0,0,0,405,0,29,0,469, 
17,0,66,1601,0,37,20,1091,0,18,63,794,0,14,17,525, 
293,452,32,8376,248,812,89,11425,246,465,171,6094,168,760,109,7469, 
153,118,0,1740,428,386,46,3125,433,384,59,2760,1141,1489,119,9169, 
0,0,0,524,0,0,0,350,0,0,0,272,0,0,0,206, 
0,0,0,902,0,0,0,732,0,0,0,340,0,0,0,200, 
6,61,17,3991,79,88,0,4497,25,111,0,2272,0,37,0,2829, 
44,0,13,682,53,15,0,1207,28,142,0,626,265,162,12,2796, 
43,96,34,4110,15,232,98,2828,17,49,55,1238,37,129,0,916, 
70,177,184,3231,49,312,0,3466,0,79,64,1427,11,166,33,691, 
547,1168,180,9174,2173,3692,549,21155,1496,2846,390,10796,1115,1806,259,8121, 
729,300,50,2032,2458,1774,258,8193,2733,2080,380,7909,4992,3867,203,13807, 
0,11,19,3051,0,108,14,3242,0,14,0,782,0,0,0,739, 
0,26,18,3495,15,98,21,5184,0,44,0,1526,0,32,0,595, 
105,348,0,9025,378,1136,138,22525,132,939,45,8761,135,485,32,7004, 
73,20,0,2411,279,519,42,6608,112,304,21,4010,269,554,41,7344, 
0,0,0,1971,0,24,0,1972,0,0,0,662,0,0,0,500, 
0,0,0,2370,0,0,11,3490,0,0,0,947,0,0,0,363, 
12,58,0,6905,40,255,0,12095,15,28,0,4101,14,25,17,2985, 
23,44,0,1858,31,31,0,3445,31,65,0,1365,68,25,0,2058
*****
