2010 Elderly by disability, gender, race/ethnicity, and poverty, Wyoming, wgtd 2008-12 ACS,SSDAN/U-Mich
6
RaceEth,Gender,PovLevel,AgeEldr,IndLvLmt,Selfcare
7,2,4,3,2,2
NhWhite,Black,Asian,Hispanic,AmIndian,NHOther,NHMulti
Male,Female
Poverty,NearPoor,Middle,Comf
65-74,75-84,85+
Yes,No
Yes,No
5,14,28,611,0,15,0,489,7,35,0,108, 
38,12,30,1037,86,149,0,847,29,82,0,174, 
209,347,56,9171,321,360,88,4748,309,277,49,1277, 
77,102,29,6495,25,193,0,1648,28,118,0,217, 
24,22,10,1079,92,149,15,750,0,150,11,444, 
0,125,0,1865,55,274,17,1354,153,307,20,393, 
235,478,89,9870,457,868,5,5207,641,530,52,979, 
117,58,0,4622,59,227,21,1253,42,161,0,192, 
0,0,0,77,0,0,0,0,0,0,0,0, 
0,0,0,45,0,0,0,84,0,0,0,0, 
0,0,0,9,0,0,13,46,0,59,0,0, 
0,0,0,0,0,10,0,0,0,0,0,0, 
0,0,0,11,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,122,0,0,0,0, 
0,0,0,25,23,0,0,12,0,0,0,0, 
0,0,0,10,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,92,0,0,0,0,16,0,0,14, 
0,0,0,0,0,0,0,0,0,0,0,54, 
0,0,0,0,0,0,0,41,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,71,0,0,0,76,17,0,0,21, 
0,0,0,0,0,0,0,0,0,0,0,37, 
0,0,0,35,0,0,0,74,0,0,0,0, 
0,0,0,15,0,0,1,39,0,0,0,47, 
17,2,0,331,0,0,0,262,0,8,0,24, 
0,0,0,208,0,0,0,25,0,0,0,0, 
0,0,0,20,0,15,0,38,0,0,0,0, 
0,6,0,97,48,40,0,42,0,0,0,7, 
21,16,0,455,20,63,0,193,23,0,0,26, 
0,0,0,232,15,0,0,0,0,0,0,0, 
0,0,0,43,0,0,0,0,0,0,0,0, 
0,0,0,42,0,0,0,4,0,0,0,0, 
7,11,0,108,0,17,0,33,0,8,0,0, 
0,0,0,11,0,0,0,0,0,0,0,0, 
13,0,0,44,0,5,0,4,0,0,0,0, 
0,0,0,24,0,0,0,45,0,13,0,0, 
0,6,0,134,4,0,0,26,0,0,0,3, 
0,0,0,62,0,6,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,0,0,0,0,0,0,0,0,0, 
0,0,0,28,0,0,0,0,0,140,0,0, 
0,0,0,43,0,3,0,12,0,0,0,2, 
0,0,0,16,0,0,0,9,0,0,0,0, 
0,0,0,6,0,0,0,9,4,0,0,5, 
0,0,0,18,0,0,0,2,0,0,0,0, 
0,0,0,147,0,0,0,4,0,0,0,0, 
0,0,0,17,0,8,0,0,0,0,0,0
*****
