2010 Elderly by employment, education, poverty, and gender, age 65+, New Mexico, wgtd 2008-12 ACS, SSDAN/U-Mich
5
Gender,AgeEldr,PovLevel,Educ,Emp2
2,3,4,4,4
Male,Female
65-74,75-84,85+
Poverty,NearPoor,Middle,Comf
LTHS,HSGrad,SomeColl,CollGrad
EmpFull,EmpPart,Unempd,NILF
115,131,38,3750,29,30,40,1111,20,5,9,923,69,33,58,658, 
282,132,38,2151,112,68,84,2003,57,62,22,1146,37,94,52,756, 
1176,353,106,4735,1299,1111,137,8214,1276,793,192,8062,1049,1302,170,6768, 
100,52,88,263,1205,243,11,1597,1878,389,58,2683,4325,1525,170,7663, 
0,82,26,2667,0,0,0,700,0,32,0,447,0,0,0,361, 
13,8,24,2078,0,0,13,1129,0,11,22,691,0,0,4,710, 
239,261,7,4352,231,171,5,5009,281,282,0,4636,291,241,16,4205, 
89,0,0,322,158,39,45,888,233,55,16,1566,368,437,12,4417, 
0,0,0,525,0,0,0,273,0,0,0,47,0,0,0,29, 
0,0,0,611,0,0,0,169,0,0,0,293,0,0,0,54, 
90,58,0,1799,36,13,15,1770,0,40,0,1112,0,11,0,1180, 
65,35,0,222,19,0,0,506,21,29,0,340,0,41,0,1225, 
31,179,0,4368,32,68,90,2708,24,146,92,1624,0,157,106,766, 
119,274,50,2800,103,98,31,2923,56,244,32,1785,12,24,0,802, 
484,476,82,6469,1303,1115,138,10905,1399,1566,103,10381,510,1089,215,5891, 
182,56,0,764,545,418,0,2832,1230,555,57,3451,1899,985,99,6195, 
63,53,27,3226,19,37,9,1554,0,0,18,889,11,39,0,430, 
81,32,0,3078,0,37,30,2212,0,48,0,1489,0,74,0,495, 
80,199,7,5773,177,332,15,7954,227,421,10,5634,47,114,8,3774, 
73,8,0,639,90,86,0,1868,155,61,0,1823,98,162,0,2662, 
0,20,0,1466,0,0,0,788,0,0,0,479,0,0,0,167, 
0,0,0,1064,0,0,0,1356,0,16,0,747,0,0,0,256, 
0,17,0,2489,30,38,14,3411,0,0,0,1860,5,36,0,1283, 
15,0,0,415,0,0,0,1013,0,49,0,596,0,6,0,861
***** 
