2010 Elderly by disability, gender, race/ethnicity, and poverty, New Mexico, wgtd 2008-12 ACS,SSDAN/U-Mich
6
RaceEth,Gender,PovLevel,AgeEldr,IndLvLmt,Selfcare
7,2,4,3,2,2
NhWhite,Black,Asian,Hispanic,AmIndian,NHOther,NHMulti
Male,Female
Poverty,NearPoor,Middle,Comf
65-74,75-84,85+
Yes,No
Yes,No
74,158,11,1655,123,157,11,1093,39,26,0,235, 
224,83,37,3101,193,151,52,2095,137,91,0,308, 
658,687,341,19473,927,725,102,11442,538,740,131,2476, 
94,290,77,17366,441,365,150,6098,408,211,7,1457, 
198,236,62,2888,276,264,0,1480,262,256,125,628, 
363,288,33,3704,218,489,3,3032,507,535,18,1100, 
772,828,243,22864,1275,1614,145,12781,1390,1423,220,3181, 
380,576,0,14014,642,447,20,4936,681,372,0,1293, 
6,9,0,108,0,18,0,20,0,0,0,17, 
47,26,0,68,0,0,0,8,0,0,0,0, 
0,0,0,630,46,0,0,210,0,44,0,0, 
15,0,0,192,0,0,0,96,0,0,0,0, 
0,23,0,58,0,8,16,120,0,0,0,30, 
0,0,0,135,0,0,0,151,17,0,0,0, 
65,50,0,530,0,0,0,195,0,0,0,94, 
5,0,0,236,18,0,0,69,21,26,0,0, 
14,0,0,33,0,0,0,0,0,0,0,0, 
0,0,0,41,0,0,0,25,18,0,0,0, 
15,56,0,263,0,9,0,43,69,0,0,0, 
37,0,0,200,0,14,0,78,0,15,0,47, 
0,0,0,78,0,16,0,94,0,0,0,8, 
0,0,0,68,0,0,0,59,0,6,0,0, 
0,0,46,394,0,66,0,232,0,0,0,36, 
0,10,0,202,0,67,0,89,0,47,0,32, 
339,509,48,2974,413,456,96,1468,78,139,0,175, 
277,233,17,2348,213,206,72,1348,150,86,12,248, 
697,782,185,10874,312,715,41,4825,544,425,8,978, 
48,60,0,3390,64,123,0,976,54,70,0,202, 
660,515,57,3998,663,625,100,1791,319,610,19,437, 
375,268,52,3170,421,599,93,2092,342,339,19,399, 
841,1112,184,11461,641,1421,145,4881,863,576,35,944, 
79,36,0,3197,118,130,20,988,156,90,19,78, 
67,188,43,726,56,160,9,221,12,35,11,107, 
35,162,2,354,67,12,8,230,36,7,0,15, 
117,62,59,1577,179,67,10,525,60,77,7,24, 
0,6,0,303,31,0,0,70,0,0,0,32, 
101,238,6,1136,141,252,4,481,50,18,7,128, 
44,103,16,659,27,56,17,295,95,26,8,16, 
194,166,42,2118,167,62,17,1004,138,86,3,111, 
20,12,0,405,11,0,0,152,19,35,0,86, 
0,0,0,0,0,0,0,6,0,0,0,0, 
0,0,0,3,0,0,0,0,4,15,0,0, 
0,0,0,34,0,0,0,0,0,0,0,0, 
0,0,0,83,0,0,0,0,0,0,0,0, 
0,0,0,66,0,0,0,0,0,0,0,5, 
0,0,0,28,0,0,0,3,0,12,0,0, 
2,0,0,17,0,0,0,20,0,0,0,0, 
0,0,0,12,0,0,0,0,0,0,0,0, 
25,0,0,32,0,1,0,7,0,0,0,0, 
12,0,0,26,0,0,0,23,0,0,0,0, 
79,8,5,141,0,13,0,36,0,0,3,0, 
22,9,0,58,0,0,0,139,0,0,0,0, 
0,7,0,64,0,0,0,44,0,0,0,18, 
0,0,0,47,6,0,0,15,0,0,0,0, 
0,0,0,197,0,3,0,103,40,0,0,43, 
0,0,18,66,0,0,0,18,0,0,0,0 
*****
